filename,width,height,class,xmin,ymin,xmax,ymax
0e6180b7-c2a7c9f2-PXL_20230325_061520549.jpg,640,640,Phone number,179,285,331,436
0e7da4e6-photo_9427-03-2023_11-13-47.jpg,640,640,Phone number,90,257,403,311
0f6e9391-bd042480-PXL_20230325_060720875.jpg,640,640,Phone number,206,302,359,348
100b3ba1-6750a011-PXL_20230325_121820017.jpg,640,640,Phone number,103,270,521,387
10604ab7-photo_4827-03-2023_11-13-37.jpg,640,640,Phone number,119,337,435,391
1112c919-a2583dcd-photo_1021-03-2023_10-54-35.jpg,640,640,Phone number,282,280,360,298
11376ea9-d0e8c92a-20230324_091358.jpg,640,640,Phone number,129,26,252,412
1148de60-91970082-20230324_092423.jpg,640,640,Phone number,210,410,532,470
11f0eeb0-b9de4b18-photo_6619-03-2023_16-25-02.jpg,640,640,Phone number,265,359,520,461
128b0be6-photo_8327-03-2023_11-13-46.jpg,640,640,Phone number,341,83,402,442
139e7ecc-89064c16-photo_16621-03-2023_10-27-29.jpg,640,640,Phone number,250,442,402,531
146bd027-e6a469b2-WhatsApp_Image_2023-03-25_at_21.43.40_1.jpeg,640,640,Phone number,310,159,409,508
14a3fd14-60926bed-photo_4319-03-2023_16-24-52.jpg,640,640,Phone number,128,332,414,410
154b3d7b-d4de0cba-20230324_091302.jpg,640,640,Phone number,213,209,430,323
15527cb3-f9193642-photo_4121-03-2023_10-54-40.jpg,640,640,Phone number,96,292,292,330
160ebfb7-f0f1d44f-20230319_142857.jpg,640,640,Phone number,34,177,278,206
170ce075-e23dcef8-PXL_20230325_061624096.jpg,640,640,Phone number,213,295,443,340
171e6028-f6ceeff5-PXL_20230325_121914569.jpg,640,640,Phone number,96,315,421,371
17462eb8-photo_2027-03-2023_11-13-04.jpg,640,640,Phone number,255,188,373,494
17a49318-b5a89c59-20230324_091205.jpg,640,640,Phone number,116,254,421,292
185c3470-d6bf033a-PXL_20230325_114858313.jpg,640,640,Phone number,223,381,396,449
18f75571-dfa283f7-20230324_091157.jpg,640,640,Phone number,149,373,543,442
19084c79-cad93de8-photo_5921-03-2023_10-54-45.jpg,640,640,Phone number,177,146,266,178
19185996-74157749-WhatsApp_Image_2023-03-25_at_21.43.27.jpeg,640,640,Phone number,92,300,474,394
19f7b8d7-photo_8827-03-2023_11-13-47.jpg,640,640,Phone number,184,315,482,364
1aa2ff5e-b6acd06c-PXL_20230325_114605172.jpg,640,640,Phone number,164,316,380,372
1c3ab3a5-039255ce-PXL_20230325_114933523.jpg,640,640,Phone number,120,256,468,349
1c95f4e6-f9e986fd-photo_6419-03-2023_16-25-02.jpg,640,640,Phone number,124,553,499,618
1cc54b79-cb7a5a2e-PXL_20230325_114911908.jpg,640,640,Phone number,161,247,468,317
1ccfa3ee-photo_12727-03-2023_11-14-05.jpg,640,640,Phone number,225,195,360,503
1d8a2398-f79b32ff-WhatsApp_Image_2023-03-25_at_21.43.50_1.jpeg,640,640,Phone number,93,73,476,134
1e5ea3e8-photo_2427-03-2023_11-13-04.jpg,640,640,Phone number,1,344,289,393
1ebec53b-11852cb8-PXL_20230325_061707132.jpg,640,640,Phone number,198,292,468,360
1f056a00-cdbd1f4c-PXL_20230325_114926323.jpg,640,640,Phone number,124,280,429,339
1f9871e3-ed47998a-PXL_20230325_115039626.jpg,640,640,Phone number,146,244,407,288
206853e8-af0df460-20230319_142349.jpg,640,640,Phone number,240,187,384,208
20a0194f-a68809b0-PXL_20230325_121813629.jpg,640,640,Phone number,80,333,489,378
20a79911-d7563fcd-PXL_20230325_061546436.jpg,640,640,Phone number,278,311,424,354
20da2d20-ce1b993d-WhatsApp_Image_2023-03-25_at_21.43.43.jpeg,640,640,Phone number,199,67,472,116
22277c0a-photo_4427-03-2023_11-13-14.jpg,640,640,Phone number,181,307,494,364
22328dbd-b9ded524-20230324_091457.jpg,640,640,Phone number,265,324,389,372
2272b61c-ddbc01bc-20230324_092116.jpg,640,640,Phone number,26,264,253,310
23c349dd-photo_3927-03-2023_11-13-14.jpg,640,640,Phone number,262,246,370,557
241bf261-e350b79a-photo_3121-03-2023_10-54-38.jpg,640,640,Phone number,120,158,526,210
245895d4-photo_9127-03-2023_11-13-47.jpg,640,640,Phone number,122,271,434,321
24b549c7-photo_13927-03-2023_11-27-32.jpg,640,640,Phone number,181,227,442,275
253f29a1-a968cec2-20230319_141902.jpg,640,640,Phone number,249,128,420,151
25c3b0bc-f4712148-20230319_142706.jpg,640,640,Phone number,364,384,600,419
269971fa-e698aed9-20230324_091226.jpg,640,640,Phone number,97,327,321,382
269a7b3f-e79b63c2-WhatsApp_Image_2023-03-25_at_21.43.44_1.jpeg,640,640,Phone number,255,105,357,513
26b72698-e4b104ef-PXL_20230325_061708224.jpg,640,640,Phone number,329,186,386,373
26e9b4fa-5767d436-photo_11819-03-2023_16-25-45.jpg,640,640,Phone number,292,164,340,427
270e36aa-photo_8727-03-2023_11-13-47.jpg,640,640,Phone number,215,328,482,377
279f1d6d-e1d62a74-20230324_092232.jpg,640,640,Phone number,162,63,516,161
281a2c88-8998dc1d-20230324_092053.jpg,640,640,Phone number,190,420,406,489
285f3e23-cacf529d-PXL_20230325_114726902.jpg,640,640,Phone number,285,168,341,391
28856c0a-aeae3e1f-WhatsApp_Image_2023-03-25_at_21.43.37.jpeg,640,640,Phone number,299,101,394,414
2a19e5d2-photo_3027-03-2023_11-13-05.jpg,640,640,Phone number,259,83,363,359
2a6ea532-d49ef1c3-PXL_20230325_060736634.jpg,640,640,Phone number,297,213,420,373
2ab4fcc9-5957e24b-20230324_092051.jpg,640,640,Phone number,103,331,319,414
2be85a34-a0da920c-20230324_092315.jpg,640,640,Phone number,83,359,416,432
2c61a1fe-406030da-20230324_092032.jpg,640,640,Phone number,103,132,391,207
2d371167-31526392-photo_2121-03-2023_10-54-37.jpg,640,640,Phone number,234,300,452,384
2dc5b005-c2b5fd20-PXL_20230325_061637306.jpg,640,640,Phone number,221,315,422,359
2de3ed50-7307ae96-photo_18421-03-2023_10-27-35.jpg,640,640,Phone number,394,260,580,452
2e247eff-a094c63f-20230319_143203.jpg,640,640,Phone number,118,158,528,212
2e2b87fe-033664d9-PXL_20230325_121849155.jpg,640,640,Phone number,230,315,573,428
2eb7ad4e-af03d47c-PXL_20230325_061656934.jpg,640,640,Phone number,288,279,327,442
2f1aca62-photo_5327-03-2023_11-13-37.jpg,640,640,Phone number,304,138,345,464
2f41f669-photo_13227-03-2023_11-27-32.jpg,640,640,Phone number,319,0,362,177
3078f367-8902b07b-20230324_091411.jpg,640,640,Phone number,124,280,198,476
30b22367-c8c1eddc-20230324_092310.jpg,640,640,Phone number,64,145,470,209
30d6759b-photo_13327-03-2023_11-27-32.jpg,640,640,Phone number,273,93,332,356
31003ea3-44483a9f-20230319_143236.jpg,640,640,Phone number,211,346,501,450
3181e0a1-f3caf423-photo_11319-03-2023_16-25-39.jpg,640,640,Phone number,305,334,383,527
326d4ff3-83007468-photo_17721-03-2023_10-27-35.jpg,640,640,Phone number,242,434,505,478
328a84db-photo_7827-03-2023_11-13-46.jpg,640,640,Phone number,265,175,376,393
328b669c-photo_6727-03-2023_11-13-46.jpg,640,640,Phone number,139,261,463,317
354b193e-c4c38627-photo_6621-03-2023_10-54-47.jpg,640,640,Phone number,240,187,387,206
358117c7-91155500-photo_2221-03-2023_10-54-37.jpg,640,640,Phone number,213,369,464,403
3615e4e3-b412c38c-photo_9219-03-2023_16-25-24.jpg,640,640,Phone number,194,335,491,384
364e6d43-9605883c-photo_15321-03-2023_10-27-10.jpg,640,640,Phone number,358,127,502,269
374a194c-dd86c33d-20230324_092308.jpg,640,640,Phone number,229,226,600,318
37803e77-d4f8e182-photo_17221-03-2023_10-27-29.jpg,640,640,Phone number,19,276,604,344
37b2f3bd-photo_8627-03-2023_11-13-47.jpg,640,640,Phone number,118,400,379,469
3801b802-photo_6327-03-2023_11-13-46.jpg,640,640,Phone number,57,344,396,427
3937b357-d074b43f-PXL_20230325_114658749.jpg,640,640,Phone number,91,160,499,226
3950c970-84448872-photo_19121-03-2023_10-27-42.jpg,640,640,Phone number,81,93,430,251
39ad3560-photo_2927-03-2023_11-13-05.jpg,640,640,Phone number,224,265,335,492
39c8fe76-d5b2c94a-20230324_091350.jpg,640,640,Phone number,394,206,449,534
39ea11a4-photo_4527-03-2023_11-13-37.jpg,640,640,Phone number,336,318,570,359
3b6fa47e-photo_12027-03-2023_11-14-05.jpg,640,640,Phone number,345,147,388,352
3b7ec42d-6686bada-photo_8119-03-2023_16-25-10.jpg,640,640,Phone number,147,213,469,342
3ba26057-c047f787-WhatsApp_Image_2023-03-25_at_21.43.48_1.jpeg,640,640,Phone number,216,39,340,470
3bb17a9a-b85ed022-PXL_20230325_062145370.jpg,640,640,Phone number,223,338,507,377
3bb355ea-bef5ec86-20230319_142553.jpg,640,640,Phone number,233,312,375,341
3c8878e4-b03a20e9-PXL_20230325_062225380.jpg,640,640,Phone number,238,256,380,300
3d857536-aedd5ba9-20230324_092413.jpg,640,640,Phone number,134,381,449,423
3da73bbc-ddd5f4b0-photo_1321-03-2023_10-54-35.jpg,640,640,Phone number,161,236,273,267
3e725150-853060e3-photo_16821-03-2023_10-27-29.jpg,640,640,Phone number,386,360,571,461
3ec9949e-e22875ca-PXL_20230325_062137838.jpg,640,640,Phone number,349,164,396,374
400614e8-6450b9dd-WhatsApp_Image_2023-03-25_at_21.43.33_2.jpeg,640,640,Phone number,368,64,496,478
400d5677-photo_13027-03-2023_11-14-05.jpg,640,640,Phone number,177,256,442,333
40783fee-ba770f7b-PXL_20230325_115005207.jpg,640,640,Phone number,177,308,433,397
418e82b8-79112ff5-20230319_143618.jpg,640,640,Phone number,202,184,446,272
4269a429-d0aa4563-20230324_092059.jpg,640,640,Phone number,155,83,437,175
427f238e-84427905-photo_6221-03-2023_10-54-45.jpg,640,640,Phone number,301,279,403,309
43220f32-photo_7627-03-2023_11-13-46.jpg,640,640,Phone number,309,367,557,412
43b74fe1-a37fa066-photo_11619-03-2023_16-25-39.jpg,640,640,Phone number,249,54,300,314
43f959c2-27738f25-20230324_092431.jpg,640,640,Phone number,120,153,502,253
441aa0a0-photo_6027-03-2023_11-13-46.jpg,640,640,Phone number,120,271,473,353
443ea285-photo_7027-03-2023_11-13-46.jpg,640,640,Phone number,214,313,517,406
44c43bbc-photo_14127-03-2023_11-27-32.jpg,640,640,Phone number,213,276,587,336
45f56973-c1f1176a-20230324_092147.jpg,640,640,Phone number,215,47,334,347
461bb506-e8b37e5e-photo_12821-03-2023_10-26-53.jpg,640,640,Phone number,138,113,301,263
46844315-photo_6527-03-2023_11-13-46.jpg,640,640,Phone number,225,118,313,318
48427357-e3d351e2-photo_3021-03-2023_10-54-38.jpg,640,640,Phone number,216,353,495,448
48a0f49a-c9e3f836-20230324_090901.jpg,640,640,Phone number,209,278,447,312
495bfec0-photo_9827-03-2023_11-13-47.jpg,640,640,Phone number,246,172,311,594
49db013d-f9512334-20230319_141845.jpg,640,640,Phone number,284,184,402,233
4a90bce5-307715fe-photo_17321-03-2023_10-27-29.jpg,640,640,Phone number,30,68,606,414
4b0f5bbc-f02bc9b6-WhatsApp_Image_2023-03-25_at_21.43.39_2.jpeg,640,640,Phone number,132,150,230,479
4b20e7bf-photo_11327-03-2023_11-14-05.jpg,640,640,Phone number,143,242,465,365
4be89e68-36376d6e-20230324_091454.jpg,640,640,Phone number,258,370,399,406
4c3f83be-photo_9727-03-2023_11-13-47.jpg,640,640,Phone number,299,124,350,394
4c9a2d27-be4e0a3b-20230319_143420.jpg,640,640,Phone number,239,308,445,381
4cad3551-dce3b237-photo_11019-03-2023_16-25-39.jpg,640,640,Phone number,275,231,416,475
4cd4372f-photo_13727-03-2023_11-27-32.jpg,640,640,Phone number,292,83,365,316
4f88e96f-c7898386-20230324_092243.jpg,640,640,Phone number,408,441,614,493
4f9f950c-e6f9f86d-20230324_091403.jpg,640,640,Phone number,367,253,446,553
50a9651b-photo_6227-03-2023_11-13-46.jpg,640,640,Phone number,122,270,481,314
53198877-e93aa66d-PXL_20230325_114722329.jpg,640,640,Phone number,268,322,452,368
531e3d5d-photo_12427-03-2023_11-14-05.jpg,640,640,Phone number,163,229,427,331
53cb3fc8-ebf294ad-20230319_142534.jpg,640,640,Phone number,299,277,404,308
5410928b-76102671-photo_2021-03-2023_10-54-36.jpg,640,640,Phone number,242,195,457,283
5410d06d-b871e870-PXL_20230325_061658333.jpg,640,640,Phone number,182,322,413,360
5466cc87-ec28455f-20230319_143453.jpg,640,640,Phone number,280,300,360,328
54f810a3-f99ecb05-WhatsApp_Image_2023-03-25_at_21.43.39.jpeg,640,640,Phone number,191,434,501,496
55295a5f-d9e5e7ce-20230319_143645.jpg,640,640,Phone number,323,310,416,339
5544c240-a2451325-20230319_142312.jpg,640,640,Phone number,320,261,433,295
557ed27c-fa2ecb46-20230319_142555.jpg,640,640,Phone number,408,204,565,230
55c8b378-ed41bf56-20230319_141818.jpg,640,640,Phone number,267,265,397,289
5624f5de-dfdd62eb-20230324_092152.jpg,640,640,Phone number,153,203,273,589
566a574f-cf706e06-PXL_20230325_121553746.jpg,640,640,Phone number,190,180,449,268
56a5b475-7429f35c-PXL_20230325_061618815.jpg,640,640,Phone number,153,211,384,286
57de8e5b-c45ce7bb-photo_4921-03-2023_10-54-43.jpg,640,640,Phone number,93,384,353,422
57e3dd35-473970f3-PXL_20230325_122011402.jpg,640,640,Phone number,126,293,522,353
58638feb-61856810-PXL_20230325_121615651.jpg,640,640,Phone number,262,282,400,628
58726f45-57179bbc-photo_15021-03-2023_10-27-10.jpg,640,640,Phone number,57,163,298,487
5a02f1ed-dc5b657e-photo_4419-03-2023_16-24-52.jpg,640,640,Phone number,69,410,451,479
5abccdd8-39123edb-PXL_20230325_114749447.jpg,640,640,Phone number,148,251,380,335
5ac82e2e-11979b38-WhatsApp_Image_2023-03-25_at_21.43.31.jpeg,640,640,Phone number,189,138,333,462
5db3967f-c780cfbe-WhatsApp_Image_2023-03-25_at_21.43.28.jpeg,640,640,Phone number,95,250,565,355
5dd0bf8e-c81f36ca-photo_15721-03-2023_10-27-21.jpg,640,640,Phone number,474,263,552,440
5e4b8ca4-7833ab17-20230324_092154.jpg,640,640,Phone number,82,14,219,415
5e4f968d-photo_11827-03-2023_11-14-05.jpg,640,640,Phone number,114,268,434,334
5ea9e1a8-d99072a2-20230324_090904.jpg,640,640,Phone number,249,259,465,314
5eb4e291-photo_11927-03-2023_11-14-05.jpg,640,640,Phone number,265,138,348,389
5ee32d00-photo_4627-03-2023_11-13-37.jpg,640,640,Phone number,211,302,519,350
5f24d71e-d96c4d56-WhatsApp_Image_2023-03-25_at_21.43.39_1.jpeg,640,640,Phone number,150,172,480,235
5fd64ca9-photo_9627-03-2023_11-13-47.jpg,640,640,Phone number,106,245,426,290
5fed32fb-afa0fd53-photo_3919-03-2023_16-24-52.jpg,640,640,Phone number,194,227,456,271
5ff8891a-eb1faf48-photo_7419-03-2023_16-25-06.jpg,640,640,Phone number,158,411,359,444
602cbc68-f05e35e7-PXL_20230325_061543018.jpg,640,640,Phone number,139,280,360,332
60816186-e184a341-PXL_20230325_114709556.jpg,640,640,Phone number,246,180,301,376
609fbfcc-aba890f7-20230324_091044.jpg,640,640,Phone number,178,381,576,449
61a4b09f-photo_3527-03-2023_11-13-14.jpg,640,640,Phone number,170,257,459,355
61aabfbe-d40a4a09-PXL_20230325_121632504.jpg,640,640,Phone number,82,271,421,344
63504a91-a74ad014-photo_7119-03-2023_16-25-06.jpg,640,640,Phone number,190,315,491,383
647c02de-dfaab2ba-photo_19521-03-2023_10-27-42.jpg,640,640,Phone number,206,136,490,262
64cd6145-23640087-20230324_092612.jpg,640,640,Phone number,298,133,568,214
650ff72f-4316069f-photo_1121-03-2023_10-54-35.jpg,640,640,Phone number,270,383,394,407
659cd73e-photo_11027-03-2023_11-14-05.jpg,640,640,Phone number,247,347,490,395
6675e830-bee9f39d-photo_7219-03-2023_16-25-06.jpg,640,640,Phone number,236,428,551,492
67290f71-cba6d6ac-PXL_20230325_114640379.jpg,640,640,Phone number,286,251,370,459
68006fa5-f1d65aea-PXL_20230325_115050810.jpg,640,640,Phone number,144,267,410,330
683d4c07-f687a83b-photo_2921-03-2023_10-54-38.jpg,640,640,Phone number,204,216,400,247
68dbb952-cd3cb58a-PXL_20230325_115034120.jpg,640,640,Phone number,206,262,551,398
69ed1aad-photo_8927-03-2023_11-13-47.jpg,640,640,Phone number,260,369,516,446
6a27031c-bed0898a-20230324_091058.jpg,640,640,Phone number,274,98,594,196
6bd7b975-ba22e8bd-PXL_20230325_115002073.jpg,640,640,Phone number,223,237,457,308
6c011d2c-e420c0a4-20230324_092238.jpg,640,640,Phone number,135,427,333,484
6cbf8c9c-b9c1754f-photo_14521-03-2023_10-27-00.jpg,640,640,Phone number,472,132,580,251
6cfc51b9-69285f14-20230319_142904.jpg,640,640,Phone number,286,371,580,432
6d28517d-ed736f15-20230319_142001.jpg,640,640,Phone number,302,246,438,273
6d940626-dea44af6-20230324_090921.jpg,640,640,Phone number,229,237,473,330
6fa70135-d2fb76a5-photo_7821-03-2023_10-54-48.jpg,640,640,Phone number,265,122,400,168
6fc86c77-b5cf4426-WhatsApp_Image_2023-03-25_at_21.43.30_1.jpeg,640,640,Phone number,235,58,331,451
6ffb01db-cc126c25-photo_7621-03-2023_10-54-48.jpg,640,640,Phone number,217,276,332,297
70175862-photo_13527-03-2023_11-27-32.jpg,640,640,Phone number,275,128,386,383
703ef835-photo_10527-03-2023_11-14-05.jpg,640,640,Phone number,265,303,506,338
70d97ec1-661121cc-20230319_142833.jpg,640,640,Phone number,119,403,320,452
7163a494-photo_10327-03-2023_11-14-05.jpg,640,640,Phone number,176,266,523,326
71ea333a-b654ccdf-WhatsApp_Image_2023-03-25_at_21.43.23.jpeg,640,640,Phone number,116,155,223,506
72aa62fe-acf4f0b0-photo_7519-03-2023_16-25-06.jpg,640,640,Phone number,118,228,309,287
72c88f1a-cbf99c92-20230324_091106.jpg,640,640,Phone number,86,408,460,489
732ded20-c9e8cd19-photo_13321-03-2023_10-26-54.jpg,640,640,Phone number,365,384,515,455
73a57fb8-ef376686-PXL_20230325_121808117.jpg,640,640,Phone number,189,275,535,346
74c47d9b-eb38ad2a-20230324_092247.jpg,640,640,Phone number,332,117,590,174
74d2c95a-a9be0ba4-photo_16921-03-2023_10-27-29.jpg,640,640,Phone number,56,299,242,399
74f2d750-c52a3dd1-PXL_20230325_121552404.jpg,640,640,Phone number,133,263,454,397
7611a840-photo_5727-03-2023_11-13-46.jpg,640,640,Phone number,156,291,529,337
76d41547-photo_9227-03-2023_11-13-47.jpg,640,640,Phone number,224,305,508,385
76d480df-d8d1386e-photo_4821-03-2023_10-54-43.jpg,640,640,Phone number,260,154,504,213
77baacd7-d1f64139-WhatsApp_Image_2023-03-25_at_21.43.44.jpeg,640,640,Phone number,125,70,257,489
78627949-fee1cd1c-photo_9519-03-2023_16-25-24.jpg,640,640,Phone number,136,350,406,457
791cdd7f-bd5006d8-WhatsApp_Image_2023-03-25_at_21.43.49_1.jpeg,640,640,Phone number,300,78,403,429
79956374-a21dbd71-photo_16021-03-2023_10-27-21.jpg,640,640,Phone number,320,215,407,402
79a177de-112857f9-20230324_091203.jpg,640,640,Phone number,250,265,540,324
79d1c334-a76ca829-20230319_143433.jpg,640,640,Phone number,242,197,455,279
79e37f50-photo_3127-03-2023_11-13-05.jpg,640,640,Phone number,98,226,462,312
7a2c1ed3-d2630dc5-PXL_20230325_115057675.jpg,640,640,Phone number,147,219,427,297
7ad6a0be-f8237df2-20230324_091236.jpg,640,640,Phone number,278,79,588,156
7b388ad9-06579e50-20230319_142605.jpg,640,640,Phone number,232,131,399,190
7c3d8a14-d931ce31-photo_7021-03-2023_10-54-47.jpg,640,640,Phone number,247,231,381,255
7cb4e632-1633514c-PXL_20230325_121903877.jpg,640,640,Phone number,126,309,598,396
7cc162f8-photo_11627-03-2023_11-14-05.jpg,640,640,Phone number,153,310,396,367
7d5200e5-6733f42c-photo_3621-03-2023_10-54-40.jpg,640,640,Phone number,295,128,574,231
7db4d99b-b7e83e8a-photo_7521-03-2023_10-54-48.jpg,640,640,Phone number,251,277,374,301
7dc86662-photo_7727-03-2023_11-13-46.jpg,640,640,Phone number,317,171,368,439
7e165f9c-photo_11227-03-2023_11-14-05.jpg,640,640,Phone number,125,271,342,426
7e60565e-photo_8227-03-2023_11-13-46.jpg,640,640,Phone number,171,148,214,463
7e9956f5-ecb44e13-20230324_092228.jpg,640,640,Phone number,209,250,421,284
7eb19b0f-eab368e9-20230319_143516.jpg,640,640,Phone number,291,306,441,336
7eeb9a49-a6320684-PXL_20230325_060609841.jpg,640,640,Phone number,244,285,463,328
7f6ef9ff-f1642777-photo_2621-03-2023_10-54-38.jpg,640,640,Phone number,344,294,585,348
80578aa7-bbd12567-photo_5121-03-2023_10-54-43.jpg,640,640,Phone number,201,179,424,223
82daffb5-e989bada-photo_7421-03-2023_10-54-47.jpg,640,640,Phone number,256,262,352,286
837a8a04-09184aff-photo_7619-03-2023_16-25-06.jpg,640,640,Phone number,160,236,398,395
848dea97-4739633c-WhatsApp_Image_2023-03-25_at_21.43.27_1.jpeg,640,640,Phone number,88,270,598,396
85743544-901536c3-PXL_20230325_115134689.jpg,640,640,Phone number,72,219,510,281
863868e1-84926655-PXL_20230325_121821578.jpg,640,640,Phone number,224,251,473,358
8653cc56-a7aae167-20230324_090851.jpg,640,640,Phone number,226,235,580,311
86d7594f-37566a90-photo_6219-03-2023_16-25-02.jpg,640,640,Phone number,150,206,424,302
87ab1574-d5427f71-20230324_092139.jpg,640,640,Phone number,443,73,518,359
87d956e5-76556ce8-20230324_092200.jpg,640,640,Phone number,401,241,502,534
87e91273-eb78b512-WhatsApp_Image_2023-03-25_at_21.43.38_1.jpeg,640,640,Phone number,256,113,349,524
87f41bef-daaf61dd-20230324_092403.jpg,640,640,Phone number,83,270,434,349
8809944d-photo_5427-03-2023_11-13-37.jpg,640,640,Phone number,266,171,393,446
893991c8-e7b8b6db-photo_5719-03-2023_16-24-58.jpg,640,640,Phone number,126,155,432,205
89717f7f-918210c4-PXL_20230325_060655443.jpg,640,640,Phone number,228,275,436,329
89f437b6-d53b3d8e-20230319_143333.jpg,640,640,Phone number,344,293,582,354
8a7ce908-c0865de1-20230324_092401.jpg,640,640,Phone number,199,336,541,373
8b06bfd8-61949191-PXL_20230325_062230752.jpg,640,640,Phone number,292,105,336,400
8b453d72-9219a54c-WhatsApp_Image_2023-03-25_at_21.43.42_1.jpeg,640,640,Phone number,120,123,291,532
8ca75f5f-photo_12227-03-2023_11-14-05.jpg,640,640,Phone number,320,132,400,351
8cb3be16-05989118-20230324_091354.jpg,640,640,Phone number,376,27,457,376
8cfec10f-photo_6127-03-2023_11-13-46.jpg,640,640,Phone number,334,152,385,404
8d0cbb83-10397190-PXL_20230325_062201040.jpg,640,640,Phone number,246,140,445,179
8dda3381-photo_9527-03-2023_11-13-47.jpg,640,640,Phone number,153,305,513,376
8e1f488e-photo_8427-03-2023_11-13-46.jpg,640,640,Phone number,270,269,492,365
8e510cfc-99789729-PXL_20230325_061512317.jpg,640,640,Phone number,212,295,293,448
8efd83a7-b69ba0d6-WhatsApp_Image_2023-03-25_at_21.43.28_1.jpeg,640,640,Phone number,388,110,488,444
8f60b5a7-a8aca009-photo_18221-03-2023_10-27-35.jpg,640,640,Phone number,182,50,418,221
8fc4d449-b66f56d5-PXL_20230325_122001672.jpg,640,640,Phone number,97,241,493,390
8feb3d79-85540c77-photo_13121-03-2023_10-26-53_thumb.jpg,640,640,Phone number,403,288,501,444
90019a2c-ee588d03-photo_9019-03-2023_16-25-24.jpg,640,640,Phone number,241,212,371,421
915d5c9a-e15ec2b7-photo_16321-03-2023_10-27-21_thumb.jpg,640,640,Phone number,109,169,246,269
91674bc3-acf2e7da-PXL_20230325_061722487.jpg,640,640,Phone number,238,260,449,295
91689004-photo_13127-03-2023_11-14-05.jpg,640,640,Phone number,153,280,471,324
92be5e01-fde8e0c0-PXL_20230325_114651149.jpg,640,640,Phone number,246,93,402,332
93d8b18c-ad921880-20230319_142829.jpg,640,640,Phone number,261,264,469,303
94a8a4eb-d4472cc8-photo_3721-03-2023_10-54-40.jpg,640,640,Phone number,365,252,563,292
96050ae4-f58815ad-PXL_20230325_121951694.jpg,640,640,Phone number,154,203,488,288
962f3f4a-e076cc74-PXL_20230325_061606849.jpg,640,640,Phone number,159,306,369,362
97605948-photo_1727-03-2023_11-13-04.jpg,640,640,Phone number,225,170,348,456
978c63c2-d0a6ae4e-20230324_092240.jpg,640,640,Phone number,246,358,462,392
9960edad-51501f89-PXL_20230325_121547138.jpg,640,640,Phone number,84,216,462,316
9a1643c7-b1d2846c-WhatsApp_Image_2023-03-25_at_21.43.27_2.jpeg,640,640,Phone number,236,215,580,309
9a6c5b92-photo_3627-03-2023_11-13-14.jpg,640,640,Phone number,0,228,222,267
9af8d154-e99f338f-PXL_20230325_115011915.jpg,640,640,Phone number,172,261,476,304
